"Status_Checking","Duration","Credit_history","Purpose","Credit_amount","Saving","Empolyment_duration","Installment_rate","Otherdebtors","Residence_Year","Property","Age","Other_installment_plan","Housing","Exisiting_credits","Job","Liable_People","Telephone","Foreign_worker","Credit_default","Sex","Marital_status"
"905","<0$",12,"existing_credits_paid_back_duly_till_now","radio_television",1107,"<100$",">1year<=4years",2,"no",2,"real_estate",20,"no","rent",1,"self-employed",2,"yes","yes",0,"M","single"
"906","<0$",21,"existing_credits_paid_back_duly_till_now","car_new",3763,"no_savings",">4years<=7years",2,"co_applicant",2,"real_estate",24,"no","own",1,"unskilled",1,"no","no",0,"M","single"
"907",">0<200$",36,"existing_credits_paid_back_duly_till_now","education",3711,"no_savings",">1year<=4years",2,"no",2,"car_other",27,"no","own",1,"skilled",1,"no","yes",0,"M","married"
"908","no_savings",15,"delay_pay_past","car_used",3594,"<100$","<1year",1,"no",2,"life_insurance",46,"no","own",2,"unskilled",1,"no","yes",0,"F","divorced"
"909",">0<200$",9,"existing_credits_paid_back_duly_till_now","car_new",3195,"no_savings",">1year<=4years",1,"no",2,"real_estate",33,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"910","no_savings",36,"delay_pay_past","radio_television",4454,"<100$",">1year<=4years",4,"no",4,"real_estate",34,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"911",">0<200$",24,"other_credits_existing_other_bank","furniture/equipment",4736,"<100$","<1year",2,"no",4,"car_other",25,"bank","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"912",">0<200$",30,"existing_credits_paid_back_duly_till_now","radio_television",2991,"no_savings",">=7years",2,"no",4,"car_other",25,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"913","no_savings",11,"existing_credits_paid_back_duly_till_now","business",2142,">=1000",">=7years",1,"no",2,"real_estate",28,"no","own",1,"skilled",1,"yes","yes",0,"M","divorced"
"914","<0$",24,"all_credits_paid","business",3161,"<100$",">1year<=4years",4,"no",2,"life_insurance",31,"no","rent",1,"skilled",1,"yes","yes",1,"M","single"
"915",">0<200$",48,"no_credits_taken","car_used0",18424,"<100$",">1year<=4years",1,"no",2,"life_insurance",32,"bank","own",1,"self-employed",1,"yes","no",1,"F","divorced"
"916","no_savings",10,"existing_credits_paid_back_duly_till_now","car_used",2848,">100<500",">1year<=4years",1,"co_applicant",2,"real_estate",32,"no","own",1,"skilled",2,"no","yes",0,"M","single"
"917","<0$",6,"existing_credits_paid_back_duly_till_now","car_new",14896,"<100$",">=7years",1,"no",4,"no_property",68,"bank","own",1,"self-employed",1,"yes","yes",1,"M","single"
"918","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",2359,">100<500","unemployed",1,"no",1,"life_insurance",33,"no","own",1,"skilled",1,"no","yes",1,"M","divorced"
"919","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3345,"<100$",">=7years",4,"no",2,"life_insurance",39,"no","rent",1,"self-employed",1,"yes","yes",1,"M","single"
"920","no_savings",18,"other_credits_existing_other_bank","furniture/equipment",1817,"<100$",">1year<=4years",4,"no",2,"no_property",28,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"921","no_savings",48,"delay_pay_past","radio_television",12749,">500<1000",">4years<=7years",4,"no",1,"car_other",37,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"922","<0$",9,"existing_credits_paid_back_duly_till_now","radio_television",1366,"<100$","<1year",3,"no",4,"life_insurance",22,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"923",">0<200$",12,"existing_credits_paid_back_duly_till_now","car_new",2002,"<100$",">4years<=7years",3,"no",4,"life_insurance",30,"no","rent",1,"skilled",2,"yes","yes",0,"M","single"
"924","<0$",24,"all_credits_paid","furniture/equipment",6872,"<100$","<1year",2,"no",1,"life_insurance",55,"bank","own",1,"skilled",1,"yes","yes",1,"M","divorced"
"925","<0$",12,"all_credits_paid","car_new",697,"<100$","<1year",4,"no",2,"car_other",46,"bank","own",2,"skilled",1,"yes","yes",1,"M","single"
"926","<0$",18,"other_credits_existing_other_bank","furniture/equipment",1049,"<100$","<1year",4,"no",4,"life_insurance",21,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"927","<0$",48,"existing_credits_paid_back_duly_till_now","car_used",10297,"<100$",">4years<=7years",4,"no",4,"no_property",39,"stores","for_free",3,"skilled",2,"yes","yes",1,"M","single"
"928","no_savings",30,"existing_credits_paid_back_duly_till_now","radio_television",1867,"no_savings",">=7years",4,"no",4,"car_other",58,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"929","<0$",12,"delay_pay_past","car_new",1344,"<100$",">1year<=4years",4,"no",2,"real_estate",43,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"930","<0$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",1747,"<100$","<1year",4,"co_applicant",1,"life_insurance",24,"no","own",1,"unskilled",1,"no","no",0,"M","single"
"931",">0<200$",9,"existing_credits_paid_back_duly_till_now","radio_television",1670,"<100$","<1year",4,"no",2,"car_other",22,"no","own",1,"skilled",1,"yes","yes",1,"F","divorced"
"932","no_savings",9,"other_credits_existing_other_bank","car_new",1224,"<100$",">1year<=4years",3,"no",1,"real_estate",30,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"933","no_savings",12,"other_credits_existing_other_bank","radio_television",522,">500<1000",">=7years",4,"no",4,"life_insurance",42,"no","own",2,"skilled",2,"yes","yes",0,"M","single"
"934","<0$",12,"existing_credits_paid_back_duly_till_now","radio_television",1498,"<100$",">1year<=4years",4,"no",1,"car_other",23,"bank","own",1,"skilled",1,"no","yes",0,"F","divorced"
"935",">0<200$",30,"delay_pay_past","radio_television",1919,">100<500","<1year",4,"no",3,"no_property",30,"stores","own",2,"self-employed",1,"no","yes",1,"M","single"
"936",">200$",9,"existing_credits_paid_back_duly_till_now","radio_television",745,"<100$",">1year<=4years",3,"no",2,"real_estate",28,"no","own",1,"unskilled",1,"no","yes",1,"F","divorced"
"937",">0<200$",6,"existing_credits_paid_back_duly_till_now","radio_television",2063,"<100$","<1year",4,"no",3,"car_other",30,"no","rent",1,"self-employed",1,"yes","yes",0,"M","married"
"938",">0<200$",60,"existing_credits_paid_back_duly_till_now","education",6288,"<100$",">1year<=4years",4,"no",4,"no_property",42,"no","for_free",1,"skilled",1,"no","yes",1,"M","single"
"939","no_savings",24,"other_credits_existing_other_bank","car_used",6842,"no_savings",">1year<=4years",2,"no",4,"life_insurance",46,"no","own",2,"self-employed",2,"yes","yes",0,"M","single"
"940","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",3527,"no_savings","<1year",2,"no",3,"life_insurance",45,"no","own",1,"self-employed",2,"yes","yes",0,"M","single"
"941","no_savings",10,"existing_credits_paid_back_duly_till_now","car_new",1546,"<100$",">1year<=4years",3,"no",2,"real_estate",31,"no","own",1,"unskilled",2,"no","no",0,"M","single"
"942","no_savings",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",929,"no_savings",">4years<=7years",4,"no",2,"car_other",31,"stores","own",1,"skilled",1,"yes","yes",0,"M","single"
"943","no_savings",4,"other_credits_existing_other_bank","car_new",1455,"<100$",">4years<=7years",2,"no",1,"real_estate",42,"no","own",3,"unskilled",2,"no","yes",0,"M","single"
"944","<0$",15,"existing_credits_paid_back_duly_till_now","furniture/equipment",1845,"<100$","<1year",4,"guarantor",1,"life_insurance",46,"no","rent",1,"skilled",1,"no","yes",0,"F","divorced"
"945",">0<200$",48,"no_credits_taken","car_new",8358,">500<1000","<1year",1,"no",1,"car_other",30,"no","own",2,"skilled",1,"no","yes",0,"F","divorced"
"946","<0$",24,"all_credits_paid","furniture/equipment",3349,">500<1000","<1year",4,"no",4,"no_property",30,"no","for_free",1,"skilled",2,"yes","yes",1,"M","single"
"947","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",2859,"no_savings","unemployed",4,"no",4,"no_property",38,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"948","no_savings",18,"existing_credits_paid_back_duly_till_now","furniture/equipment",1533,"<100$","<1year",4,"co_applicant",1,"life_insurance",43,"no","own",1,"unskilled",2,"no","yes",1,"M","married"
"949","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",3621,">100<500",">=7years",2,"no",4,"car_other",31,"no","own",2,"skilled",1,"no","yes",1,"M","single"
"950",">0<200$",18,"other_credits_existing_other_bank","business",3590,"<100$","unemployed",3,"no",3,"car_other",40,"no","own",3,"unemployed",2,"yes","yes",0,"M","married"
"951","<0$",36,"delay_pay_past","business",2145,"<100$",">4years<=7years",2,"no",1,"car_other",24,"no","own",2,"skilled",1,"yes","yes",1,"M","single"
"952",">0<200$",24,"existing_credits_paid_back_duly_till_now","car_used",4113,">500<1000","<1year",3,"no",4,"car_other",28,"no","rent",1,"skilled",1,"no","yes",1,"F","divorced"
"953","no_savings",36,"existing_credits_paid_back_duly_till_now","furniture/equipment",10974,"<100$","unemployed",4,"no",2,"car_other",26,"no","own",2,"self-employed",1,"yes","yes",1,"F","divorced"
"954","<0$",12,"existing_credits_paid_back_duly_till_now","car_new",1893,"<100$",">1year<=4years",4,"guarantor",4,"life_insurance",29,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"955","<0$",24,"other_credits_existing_other_bank","radio_television",1231,">=1000",">=7years",4,"no",4,"life_insurance",57,"no","rent",2,"self-employed",1,"yes","yes",0,"F","divorced"
"956",">200$",30,"other_credits_existing_other_bank","radio_television",3656,"no_savings",">=7years",4,"no",4,"life_insurance",49,"stores","own",2,"unskilled",1,"no","yes",0,"M","single"
"957",">0<200$",9,"other_credits_existing_other_bank","radio_television",1154,"<100$",">=7years",2,"no",4,"real_estate",37,"no","own",3,"unskilled",1,"no","yes",0,"M","single"
"958","<0$",28,"existing_credits_paid_back_duly_till_now","car_new",4006,"<100$",">1year<=4years",3,"no",2,"car_other",45,"no","own",1,"unskilled",1,"no","yes",1,"M","single"
"959",">0<200$",24,"existing_credits_paid_back_duly_till_now","furniture/equipment",3069,">100<500",">=7years",4,"no",4,"no_property",30,"no","for_free",1,"skilled",1,"no","yes",0,"M","single"
"960","no_savings",6,"other_credits_existing_other_bank","radio_television",1740,"<100$",">=7years",2,"no",2,"real_estate",30,"no","rent",2,"skilled",1,"no","yes",0,"M","married"
"961",">0<200$",21,"delay_pay_past","car_new",2353,"<100$",">1year<=4years",1,"no",4,"life_insurance",47,"no","own",2,"skilled",1,"no","yes",0,"M","divorced"
"962","no_savings",15,"existing_credits_paid_back_duly_till_now","car_new",3556,"no_savings",">1year<=4years",3,"no",2,"no_property",29,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"963","no_savings",24,"existing_credits_paid_back_duly_till_now","radio_television",2397,">500<1000",">=7years",3,"no",2,"car_other",35,"bank","own",2,"skilled",1,"yes","yes",1,"M","single"
"964",">0<200$",6,"existing_credits_paid_back_duly_till_now","repairs",454,"<100$","<1year",3,"no",1,"life_insurance",22,"no","own",1,"unskilled",1,"no","yes",0,"M","married"
"965",">0<200$",30,"existing_credits_paid_back_duly_till_now","radio_television",1715,"no_savings",">1year<=4years",4,"no",1,"car_other",26,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"966",">0<200$",27,"other_credits_existing_other_bank","radio_television",2520,">500<1000",">1year<=4years",4,"no",2,"life_insurance",23,"no","own",2,"unskilled",1,"no","yes",1,"M","single"
"967","no_savings",15,"existing_credits_paid_back_duly_till_now","radio_television",3568,"<100$",">=7years",4,"no",2,"car_other",54,"bank","rent",1,"self-employed",1,"yes","yes",0,"F","divorced"
"968","no_savings",42,"existing_credits_paid_back_duly_till_now","radio_television",7166,"no_savings",">4years<=7years",2,"no",4,"life_insurance",29,"no","rent",1,"skilled",1,"yes","yes",0,"M","married"
"969","<0$",11,"other_credits_existing_other_bank","car_new",3939,"<100$",">1year<=4years",1,"no",2,"real_estate",40,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"970",">0<200$",15,"existing_credits_paid_back_duly_till_now","repairs",1514,">100<500",">1year<=4years",4,"guarantor",2,"real_estate",22,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"971","no_savings",24,"existing_credits_paid_back_duly_till_now","car_new",7393,"<100$",">1year<=4years",1,"no",4,"life_insurance",43,"no","own",1,"unskilled",2,"no","yes",0,"M","single"
"972","<0$",24,"all_credits_paid","car_new",1193,"<100$","unemployed",1,"co_applicant",4,"no_property",29,"no","rent",2,"unemployed",1,"no","yes",1,"F","divorced"
"973","<0$",60,"existing_credits_paid_back_duly_till_now","business",7297,"<100$",">=7years",4,"co_applicant",4,"no_property",36,"no","rent",1,"skilled",1,"no","yes",1,"M","single"
"974","no_savings",30,"other_credits_existing_other_bank","radio_television",2831,"<100$",">1year<=4years",4,"no",2,"car_other",33,"no","own",1,"skilled",1,"yes","yes",0,"F","divorced"
"975",">200$",24,"existing_credits_paid_back_duly_till_now","radio_television",1258,">500<1000",">1year<=4years",3,"no",3,"car_other",57,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"976",">0<200$",6,"existing_credits_paid_back_duly_till_now","radio_television",753,"<100$",">1year<=4years",2,"guarantor",3,"real_estate",64,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"977",">0<200$",18,"delay_pay_past","business",2427,"no_savings",">=7years",4,"no",2,"life_insurance",42,"no","own",2,"skilled",1,"no","yes",0,"M","single"
"978","no_savings",24,"delay_pay_past","car_new",2538,"<100$",">=7years",4,"no",4,"car_other",47,"no","own",2,"unskilled",2,"no","yes",1,"M","single"
"979",">0<200$",15,"all_credits_paid","car_new",1264,">100<500",">1year<=4years",2,"no",2,"life_insurance",25,"no","rent",1,"skilled",1,"no","yes",1,"M","married"
"980",">0<200$",30,"other_credits_existing_other_bank","furniture/equipment",8386,"<100$",">4years<=7years",2,"no",2,"life_insurance",49,"no","own",1,"skilled",1,"no","yes",1,"M","single"
"981","no_savings",48,"existing_credits_paid_back_duly_till_now","business",4844,"<100$","unemployed",3,"no",2,"car_other",33,"bank","rent",1,"self-employed",1,"yes","yes",1,"M","single"
"982",">200$",21,"existing_credits_paid_back_duly_till_now","car_new",2923,">100<500",">1year<=4years",1,"no",1,"car_other",28,"bank","own",1,"self-employed",1,"yes","yes",0,"F","divorced"
"983","<0$",36,"existing_credits_paid_back_duly_till_now","car_used",8229,"<100$",">1year<=4years",2,"no",2,"life_insurance",26,"no","own",1,"skilled",2,"no","yes",1,"M","single"
"984","no_savings",24,"other_credits_existing_other_bank","furniture/equipment",2028,"<100$",">4years<=7years",2,"no",2,"life_insurance",30,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"985","<0$",15,"other_credits_existing_other_bank","furniture/equipment",1433,"<100$",">1year<=4years",4,"no",3,"life_insurance",25,"no","rent",2,"skilled",1,"no","yes",0,"F","divorced"
"986",">200$",42,"no_credits_taken","business",6289,"<100$","<1year",2,"no",1,"life_insurance",33,"no","own",2,"skilled",1,"no","yes",0,"M","divorced"
"987","no_savings",13,"existing_credits_paid_back_duly_till_now","radio_television",1409,">100<500","unemployed",2,"no",4,"real_estate",64,"no","own",1,"skilled",1,"no","yes",0,"F","divorced"
"988","<0$",24,"existing_credits_paid_back_duly_till_now","car_used",6579,"<100$","unemployed",4,"no",2,"no_property",29,"no","for_free",1,"self-employed",1,"yes","yes",0,"M","single"
"989",">0<200$",24,"other_credits_existing_other_bank","radio_television",1743,"<100$",">=7years",4,"no",2,"life_insurance",48,"no","own",2,"unskilled",1,"no","yes",0,"M","single"
"990","no_savings",12,"other_credits_existing_other_bank","education",3565,"no_savings","<1year",2,"no",1,"life_insurance",37,"no","own",2,"unskilled",2,"no","yes",0,"M","single"
"991","no_savings",15,"all_credits_paid","radio_television",1569,">100<500",">=7years",4,"no",4,"car_other",34,"bank","own",1,"unskilled",2,"no","yes",0,"M","single"
"992","<0$",18,"existing_credits_paid_back_duly_till_now","radio_television",1936,"no_savings",">4years<=7years",2,"no",4,"car_other",23,"no","rent",2,"unskilled",1,"no","yes",0,"M","married"
"993","<0$",36,"existing_credits_paid_back_duly_till_now","furniture/equipment",3959,"<100$","unemployed",4,"no",3,"life_insurance",30,"no","own",1,"self-employed",1,"yes","yes",0,"M","single"
"994","no_savings",12,"existing_credits_paid_back_duly_till_now","car_new",2390,"no_savings",">=7years",4,"no",3,"car_other",50,"no","own",1,"skilled",1,"yes","yes",0,"M","single"
"995","no_savings",12,"existing_credits_paid_back_duly_till_now","furniture/equipment",1736,"<100$",">4years<=7years",3,"no",4,"real_estate",31,"no","own",1,"unskilled",1,"no","yes",0,"F","divorced"
"996","<0$",30,"existing_credits_paid_back_duly_till_now","car_used",3857,"<100$",">1year<=4years",4,"no",4,"life_insurance",40,"no","own",1,"self-employed",1,"yes","yes",0,"M","divorced"
"997","no_savings",12,"existing_credits_paid_back_duly_till_now","radio_television",804,"<100$",">=7years",4,"no",4,"car_other",38,"no","own",1,"skilled",1,"no","yes",0,"M","single"
"998","<0$",45,"existing_credits_paid_back_duly_till_now","radio_television",1845,"<100$",">1year<=4years",4,"no",4,"no_property",23,"no","for_free",1,"skilled",1,"yes","yes",1,"M","single"
"999",">0<200$",45,"other_credits_existing_other_bank","car_used",4576,">100<500","unemployed",3,"no",4,"car_other",27,"no","own",1,"skilled",1,"no","yes",0,"M","single"
